ts,date,time,room,caller,kind,symbol,side,strike,expiry_raw,expiry_resolved,occ,their_price,their_stop,their_target,msg_type,links_to,confidence,clue,already_in_master_alerts,source_file,source_message_verbatim
2025-10-01 09:39:28,2025-10-01,09:39:28,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,480.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $480c on watch
2025-10-01 10:23:59,2025-10-01,10:23:59,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,492.5,,,,1.45,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: TSLA $492.5c Price: $1.45 Comments:HIGH RISK Starter only
2025-10-01 10:25:12,2025-10-01,10:25:12,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,,,,,,,,,trim,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on TSLA, raise SL on rest to -2%"
2025-10-02 10:03:24,2025-10-02,10:03:24,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,AMD,LONG,,,,,169.0,159,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea - MT $AMD Entry: $169 Levels: 171 / 173 / 175 / 180 / 185+ ⭕️ SL: 159 1/2 position Like AMD long term @MrMTrades
2025-10-03 09:52:39,2025-10-03,09:52:39,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,PLTR,PUT,180.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment PLTR $180p on watch, this one will be quarter sized not lotto"
2025-10-03 10:34:23,2025-10-03,10:34:23,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,,,,,,,,,exit,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed rest of TSLA there small little w
2025-10-06 10:23:12,2025-10-06,10:23:12,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,DASH,LONG,,,,,277.0,271,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $DASH Entry: $277 Levels: 280 / 282 / 285 / 290 / 295 / 300+ ⭕️ SL: 271 Starter Cup with handle @MrMTrades
2025-10-07 09:43:51,2025-10-07,09:43:51,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,PLTR,CALL,192.5,,,,1.38,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: PLTR $192.5c Price: $1.38 Comments:Starter only
2025-10-07 09:44:36,2025-10-07,09:44:36,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,PLTR,CALL,192.5,,,,,,,trim,2025-10-07 09:43:51,medium,"management message; ticker PLTR named, contract details come from the linked entry; contract inherited from the linked entry at 2025-10-07 09:43:51",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on PLTR, raise SL to b/e n rest"
2025-10-09 09:42:52,2025-10-09,09:42:52,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,AMZN,PUT,220.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment AMZN $220p on watch
2025-10-09 09:49:33,2025-10-09,09:49:33,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,NVDA,CALL,197.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment NVDA $197.5c on watch
2025-10-09 09:55:24,2025-10-09,09:55:24,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,NVDA,,,,,,,,,exit,,medium,"management message; ticker NVDA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed last of NVDA big win
2025-10-10 10:04:45,2025-10-10,10:04:45,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,ORCL,LONG,,,,,303.0,,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea - MT $ORCL Entry: $303 Levels: 305 / 308 / 310 / 315 / 320 / 330+ ⭕️ Risk: 295 Starter @MrMTrades
2025-10-10 10:18:33,2025-10-10,10:18:33,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AMD,,,,,,,,,exit,,medium,"management message; ticker AMD named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed AMD there didn't get follow through
2025-10-10 11:21:32,2025-10-10,11:21:32,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,QQQ,PUT,596.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Watching QQQ $596p
2025-10-10 11:24:22,2025-10-10,11:24:22,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AMD,PUT,212.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment AMD $212.5p on watch instead, will be a LOTTO"
2025-10-13 12:06:56,2025-10-13,12:06:56,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,ORCL,LONG,,,,,309.0,,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea - MT $ORCL Entry: $309 Levels: 312 / 315 / 320 / 330+ ⭕️ Risk: 295 Starter @MrMTrades
2025-10-14 09:45:58,2025-10-14,09:45:58,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,QQQ,,,,,,,,,exit,,medium,"management message; ticker QQQ named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed QQQ there too same exact thing
2025-10-14 09:59:16,2025-10-14,09:59:16,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,QQQ,CALL,595.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment QQQ $595c on watch
2025-10-14 10:07:44,2025-10-14,10:07:44,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,CALL,660.0,,,,1.04,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: SPY $660c Price: $1.04 Comments:Starter only
2025-10-14 10:13:25,2025-10-14,10:13:25,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,SPY,,,,,,,,,trim,,medium,"management message; ticker SPY named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on SPY, move SL to -5%"
2025-10-15 10:18:45,2025-10-15,10:18:45,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,AMD,,,,,,,,,exit,,medium,"management message; ticker AMD named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed last of AMD here nice w
2025-10-16 09:45:46,2025-10-16,09:45:46,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,GOOG,CALL,262.5,,,,,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: GOOG $262.5c Price: .72 Comments:28 contracts
2025-10-17 10:17:50,2025-10-17,10:17:50,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,,,,,,,,,trim,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Took out half here on TSLA, leaving other half with SL @ -5%"
2025-10-17 10:21:14,2025-10-17,10:21:14,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,TSLA,,,,,,,,,trim,,medium,"management message; ticker TSLA named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA +58% LOCKED IN MAJORITY PROFIT HERE LFGGGGG leaving runners only
2025-10-20 13:12:13,2025-10-20,13:12:13,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,AAPL,LONG,,,,,264.0,252,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $AAPL Entry: $264 Levels: 266 / 268 / 270 / 275 / 280+ ⭕️ SL: 252 Starter Breaking out from consolidation @MrMTrades
2025-10-22 10:28:20,2025-10-22,10:28:20,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,PLTR,PUT,170.0,,,,1.37,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: PLTR $170p Price: $1.37 Comments:Starter only
2025-10-27 09:46:33,2025-10-27,09:46:33,Platinum Trading: 🟣│equity #983807207625859143,@Equity Alerts,equity,SNOW,LONG,,,,,265.0,249,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $SNOW Entry: $265 Levels: 268 / 270 / 275 / 280 / 290 / 300+ ⭕️ SL: 249 Starter Breaking out from ascending base @MrMTrades
2025-10-27 09:47:49,2025-10-27,09:47:49,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,HOOD,CALL,160.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment HOOD $160c on watch
2025-10-27 09:48:21,2025-10-27,09:48:21,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,HOOD,CALL,160.0,,,,1.22,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: HOOD $160c Price: $1.22 Comments:Starter only
2025-10-27 10:02:18,2025-10-27,10:02:18,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,HOOD,,,,,,,,,exit,,medium,"management message; ticker HOOD named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed HOOD there got no follow through again
2025-10-28 09:44:35,2025-10-28,09:44:35,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,TSLA,CALL,500.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment TSLA $500c on watch
2025-10-29 15:07:02,2025-10-29,15:07:02,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,SPY,PUT,681.0,,,,,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: SPY $681p Price: .42 Comments:LOTTO
2025-10-30 09:38:34,2025-10-30,09:38:34,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,QQQ,PUT,624.0,,,,1.66,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: QQQ $624p Price: $1.66 Comments:16 contracts
2025-10-30 09:43:04,2025-10-30,09:43:04,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,QQQ,PUT,624.0,,,,,,,exit,2025-10-30 09:38:34,medium,"management message; ticker QQQ named, contract details come from the linked entry; contract inherited from the linked entry at 2025-10-30 09:38:34",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed QQQ there will revisit later
2025-10-30 09:52:41,2025-10-30,09:52:41,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,CALL,687.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment SPY $687c on watch
2025-10-31 09:37:42,2025-10-31,09:37:42,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,AAPL,PUT,270.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment AAPL $270p on watch
2025-10-31 09:41:45,2025-10-31,09:41:45,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AAPL,,,,,,,,,exit,,medium,"management message; ticker AAPL named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,"@Owner Alerts Comment Closed half here on AAPL, raise SL to -5%"
2025-10-31 09:42:33,2025-10-31,09:42:33,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,AAPL,,,,,,,,,exit,,medium,"management message; ticker AAPL named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed rest of AAPL here will watch for re-entry again later
2025-10-31 09:52:16,2025-10-31,09:52:16,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,META,PUT,642.5,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment META $642.5p on watch
2025-11-03 09:40:58,2025-11-03,09:40:58,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,PUT,683.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Watch SPY $683p on watch
2025-11-03 09:42:17,2025-11-03,09:42:17,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,SPY,PUT,683.0,,,,1.54,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: SPY $683p Price: $1.54 Comments:15 contracts
2025-11-03 09:47:21,2025-11-03,09:47:21,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,SPY,,,,,,,,,exit,,medium,"management message; ticker SPY named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed SPY there will revisit after news
2025-11-03 15:29:42,2025-11-03,15:29:42,Platinum Trading: 🟣│equity #983807207625859143,Mr M Trades 🤖,equity,ISRG,LONG,,,,,542.0,526,,commentary,,high,"ticker written with $ and an explicit Entry price, no strike/side anywhere -> shares, not an option",no,signal-room-chat Aug-23-2026.txt,NEW ENTRY IDEA Swing Trade Idea $ISRG Entry: $542 Levels: 545 / 548 / 551 / 555 / 560 / 570 / 580+ ⭕️ SL: 526 1/2 position @MrMTrades
2025-11-04 10:31:11,2025-11-04,10:31:11,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,PLTR,,,,,,,,,exit,,medium,"management message; ticker PLTR named, contract details come from the linked entry",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed PLTR there wicking too much
2025-11-04 10:50:44,2025-11-04,10:50:44,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,QQQ,PUT,624.0,,,,,,,commentary,,low,"strike and side are written, expiry is not stated anywhere - left blank; watchlist wording, no fill stated",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Watching QQQ $624p ONLY on challenge account not main
2025-11-04 10:55:07,2025-11-04,10:55:07,Platinum Trading: 👑│nitro #911389167169191946,Nitro Trades,option,QQQ,PUT,624.0,,,,1.27,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: QQQ $624p Price: $1.27 Comments:19 contracts
2025-11-06 09:45:10,2025-11-06,09:45:10,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,META,PUT,605.0,,,,1.23,,,entry,,low,"strike and side are written, expiry is not stated anywhere - left blank",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Entry Contract: META $605p Price: $1.23 Comments:25 contracts
2025-11-06 09:45:55,2025-11-06,09:45:55,Platinum Trading: 👑│nitro #911389167169191946,@Owner Alerts,option,META,PUT,605.0,,,,,,,exit,2025-11-06 09:45:10,medium,"management message; ticker META named, contract details come from the linked entry; contract inherited from the linked entry at 2025-11-06 09:45:10",no,signal-room-chat Aug-23-2026.txt,@Owner Alerts Comment Closed META there
